               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.026511,            0.030892,          0.00010734,             0.68285,             0.77924,             0.65605,             0.41045,            0.031271,            0.035947,          0.00032595,           0.0027235,           0.0027235,           0.0027235
                 149,            0.025997,            0.031005,          9.5646e-05,             0.58665,             0.71786,              0.5513,             0.35457,            0.031454,            0.036618,          0.00028065,            0.002674,            0.002674,            0.002674
                 150,            0.026436,            0.031419,          9.1247e-05,             0.80051,             0.71339,             0.66976,             0.39976,             0.03118,            0.036212,          0.00020852,           0.0026245,           0.0026245,           0.0026245
                 151,            0.026279,            0.031189,          0.00010645,             0.75284,             0.66411,             0.72056,             0.46675,            0.030684,            0.035994,          0.00026185,            0.002575,            0.002575,            0.002575
                 152,            0.026116,            0.031736,          0.00010931,             0.56719,             0.72076,              0.5373,             0.35474,            0.031128,            0.036158,          0.00029278,           0.0025255,           0.0025255,           0.0025255
                 153,            0.026101,            0.031275,          9.2831e-05,             0.64836,             0.71263,              0.6586,             0.39922,            0.031252,             0.03679,          0.00020826,            0.002476,            0.002476,            0.002476
                 154,            0.025911,            0.030777,          8.6763e-05,             0.61103,              0.7154,             0.57498,             0.36688,            0.031037,            0.036445,          0.00026833,           0.0024265,           0.0024265,           0.0024265
                 155,            0.026287,            0.031721,          0.00010406,             0.73777,             0.71279,             0.66669,              0.4393,            0.031114,             0.03633,          0.00024271,            0.002377,            0.002377,            0.002377
                 156,            0.026099,            0.030658,          0.00012022,             0.89734,             0.64621,             0.71828,              0.4284,            0.031176,            0.036219,          0.00014765,           0.0023275,           0.0023275,           0.0023275
                 157,            0.026005,            0.030755,           6.901e-05,             0.69565,             0.64985,              0.6336,             0.40798,            0.031339,            0.036285,          0.00023392,            0.002278,            0.002278,            0.002278
                 158,            0.026094,            0.031922,          0.00010189,             0.67957,             0.78304,             0.65431,             0.42022,            0.030888,            0.035746,          0.00017942,           0.0022285,           0.0022285,           0.0022285
                 159,            0.025849,            0.030617,          7.6159e-05,             0.71608,             0.77719,             0.71909,             0.46591,            0.030395,            0.035744,          0.00020943,            0.002179,            0.002179,            0.002179
                 160,            0.026086,            0.031814,          8.2718e-05,             0.80077,             0.71696,             0.74229,             0.47793,            0.030587,            0.035774,          0.00014502,           0.0021295,           0.0021295,           0.0021295
                 161,            0.025658,            0.030436,          9.8163e-05,              0.7185,             0.78126,             0.63229,             0.40606,            0.030712,            0.035426,          0.00013718,             0.00208,             0.00208,             0.00208
                 162,            0.026113,            0.031321,           9.186e-05,             0.60594,             0.77991,             0.56429,              0.3596,            0.030535,            0.036341,          0.00021959,           0.0020305,           0.0020305,           0.0020305
                 163,            0.025783,             0.03022,           8.993e-05,             0.62873,              0.7808,             0.57395,             0.36611,            0.031025,            0.036233,          0.00019517,            0.001981,            0.001981,            0.001981
                 164,            0.025728,            0.031219,          9.1366e-05,             0.58669,             0.72037,             0.55421,             0.36265,            0.030856,            0.035809,          0.00016451,           0.0019315,           0.0019315,           0.0019315
                 165,            0.025527,             0.03043,          8.8345e-05,               0.568,              0.6558,             0.52888,             0.34923,            0.031088,            0.036159,           0.0002065,            0.001882,            0.001882,            0.001882
                 166,            0.025394,            0.031101,          7.8836e-05,             0.60692,             0.71431,              0.5546,             0.36328,            0.031051,            0.036587,          0.00036117,           0.0018325,           0.0018325,           0.0018325
                 167,            0.025928,            0.031722,          8.1606e-05,             0.62459,             0.71709,             0.57865,             0.37719,            0.031107,            0.036391,          0.00018509,            0.001783,            0.001783,            0.001783
                 168,            0.025448,            0.031007,          8.1726e-05,             0.63287,             0.78482,              0.5855,             0.37737,            0.030814,            0.035931,          0.00017987,           0.0017335,           0.0017335,           0.0017335
                 169,            0.025577,            0.031074,          8.7281e-05,             0.60649,             0.71745,             0.55373,              0.3605,            0.030652,            0.036139,          0.00023239,            0.001684,            0.001684,            0.001684
                 170,            0.025729,            0.029911,          9.9605e-05,             0.73644,             0.71518,             0.63561,             0.41419,            0.030859,            0.036219,          0.00023516,           0.0016345,           0.0016345,           0.0016345
                 171,            0.025706,            0.030886,          7.7714e-05,             0.59681,             0.71719,             0.55002,             0.35685,            0.031354,            0.036717,          0.00025802,            0.001585,            0.001585,            0.001585
                 172,            0.025355,            0.030105,          0.00011744,             0.59808,             0.78058,             0.56086,             0.35663,            0.031082,            0.036338,          0.00022438,           0.0015355,           0.0015355,           0.0015355
                 173,            0.025314,            0.029927,          9.5518e-05,              0.6818,             0.71719,             0.60393,             0.39649,            0.030621,            0.035962,          0.00013332,            0.001486,            0.001486,            0.001486
                 174,            0.025525,            0.029729,          6.9112e-05,             0.63473,             0.64866,             0.56562,             0.37649,            0.030744,             0.03612,          0.00014021,           0.0014365,           0.0014365,           0.0014365
                 175,            0.025111,            0.030028,          7.1506e-05,             0.65962,             0.71786,             0.60474,             0.39267,            0.030538,            0.036076,          0.00027026,            0.001387,            0.001387,            0.001387
                 176,            0.025508,            0.030714,          0.00015033,             0.72564,             0.71473,             0.65358,              0.4095,            0.030845,            0.035985,          0.00023725,           0.0013375,           0.0013375,           0.0013375
                 177,            0.025316,            0.030081,          8.6921e-05,             0.69599,             0.71652,             0.65559,             0.41284,            0.030462,            0.035703,          0.00021929,            0.001288,            0.001288,            0.001288
                 178,            0.025291,             0.02949,          7.7079e-05,             0.61999,             0.71607,             0.58198,             0.38143,            0.030459,            0.035997,          0.00024424,           0.0012385,           0.0012385,           0.0012385
                 179,            0.025119,            0.031472,          7.9923e-05,             0.69801,              0.7183,             0.61122,              0.3813,            0.030649,            0.035777,          0.00024211,            0.001189,            0.001189,            0.001189
                 180,            0.024931,            0.030285,          7.5157e-05,             0.66128,             0.78058,             0.64012,             0.41467,            0.030683,            0.035755,           0.0002667,           0.0011395,           0.0011395,           0.0011395
                 181,            0.024993,            0.030524,          7.6581e-05,             0.74602,             0.64224,             0.62514,             0.41323,            0.030814,            0.036469,           0.0002547,             0.00109,             0.00109,             0.00109
                 182,            0.024743,            0.029839,          8.5571e-05,             0.58169,             0.72085,             0.57875,              0.3809,            0.030804,            0.036425,          0.00024906,           0.0010405,           0.0010405,           0.0010405
                 183,            0.025214,             0.03008,          6.8153e-05,              0.6786,             0.65147,             0.58922,             0.37912,            0.030837,            0.036158,          0.00021273,            0.000991,            0.000991,            0.000991
                 184,            0.024486,            0.029477,          6.2776e-05,             0.73303,              0.6525,             0.61082,             0.38502,            0.030536,            0.036073,          0.00020799,           0.0009415,           0.0009415,           0.0009415
                 185,            0.024816,            0.031192,          0.00011522,             0.67073,              0.6491,             0.57903,              0.3724,            0.030678,            0.036085,          0.00023343,            0.000892,            0.000892,            0.000892
                 186,            0.024767,            0.030046,          6.5504e-05,             0.73679,             0.64711,             0.61663,             0.39049,             0.03065,            0.036423,          0.00019469,           0.0008425,           0.0008425,           0.0008425
                 187,            0.024831,            0.030693,          6.2708e-05,             0.61632,             0.65032,             0.57403,             0.36974,            0.030803,            0.036338,          0.00023917,            0.000793,            0.000793,            0.000793
                 188,            0.024908,            0.030527,          6.3313e-05,             0.73252,             0.64768,             0.64795,             0.41565,            0.030863,            0.036268,          0.00024697,           0.0007435,           0.0007435,           0.0007435
                 189,            0.024469,            0.029839,          6.6117e-05,             0.72396,             0.65176,             0.63559,             0.41072,            0.030785,            0.036104,          0.00020754,            0.000694,            0.000694,            0.000694
                 190,            0.024592,            0.030665,          6.3905e-05,             0.69766,             0.65156,             0.62126,             0.39865,             0.03067,            0.035814,          0.00017638,           0.0006445,           0.0006445,           0.0006445
                 191,            0.024499,            0.028654,          5.9435e-05,             0.62632,             0.72098,             0.61132,             0.38916,            0.030514,            0.035889,           0.0001416,            0.000595,            0.000595,            0.000595
                 192,            0.024111,            0.028625,          7.7365e-05,             0.61544,             0.71964,              0.6159,             0.39918,            0.030673,            0.036409,          0.00021203,           0.0005455,           0.0005455,           0.0005455
                 193,            0.024791,            0.029402,          7.5771e-05,              0.6277,             0.71719,             0.62486,             0.40233,            0.030665,            0.036208,          0.00021512,            0.000496,            0.000496,            0.000496
